set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,US_retailPrice
44021-1,SPLITTER Beast vs. FURNO & EVO,2014,HERO Factory,Invasion From Below,Constraction,Normal,108.0,2,19.99
44022-1,EVO XL Machine,2014,HERO Factory,Invasion From Below,Constraction,Normal,193.0,3,24.99
44023-1,ROCKA Crawler,2014,HERO Factory,Invasion From Below,Constraction,Normal,49.0,2,9.99
44024-1,TUNNELER Beast vs. SURGE,2014,HERO Factory,Invasion From Below,Constraction,Normal,59.0,1,9.99
44025-1,BULK Drill Machine,2014,HERO Factory,Invasion From Below,Constraction,Normal,113.0,2,14.99
44026-1,CRYSTAL Beast vs. BULK,2014,HERO Factory,Invasion From Below,Constraction,Normal,83.0,1,14.99
44027-1,BREEZ Flea Machine,2014,HERO Factory,Invasion From Below,Constraction,Normal,102.0,2,14.99
44028-1,SURGE & ROCKA Combat Machine,2014,HERO Factory,Invasion From Below,Constraction,Normal,188.0,4,24.99
44029-1,"QUEEN Beast vs. FURNO, EVO & STORMER",2014,HERO Factory,Invasion From Below,Constraction,Normal,218.0,4,34.99
60032-1,Arctic Snowmobile,2014,City,Arctic,Modern day,Normal,44.0,1,6.99
60033-1,Arctic Ice Crawler,2014,City,Arctic,Modern day,Normal,113.0,1,14.99
60034-1,Arctic Helicrane,2014,City,Arctic,Modern day,Normal,262.0,2,39.99
60035-1,Arctic Outpost,2014,City,Arctic,Modern day,Normal,374.0,3,49.99
60036-1,Arctic Base Camp,2014,City,Arctic,Modern day,Normal,733.0,7,89.99
60041-1,Crook Pursuit,2014,City,Police,Modern day,Normal,38.0,2,6.99
60042-1,High Speed Police Chase,2014,City,Police,Modern day,Normal,110.0,3,19.99
60043-1,Prisoner Transporter,2014,City,Police,Modern day,Normal,196.0,3,24.99
60044-1,Mobile Police Unit,2014,City,Police,Modern day,Normal,375.0,3,44.99
60045-1,Police Patrol,2014,City,Police,Modern day,Normal,408.0,3,44.99
60046-1,Helicopter Surveillance,2014,City,Police,Modern day,Normal,528.0,5,74.99
60047-1,Police Station,2014,City,Police,Modern day,Normal,854.0,7,99.99
60048-1,Police Dog Unit,2014,City,Police,Modern day,Normal,249.0,3,29.99
60049-1,Helicopter Transporter,2014,City,Police,Modern day,Normal,382.0,4,44.99
60050-1,Train Station,2014,City,Trains,Modern day,Normal,423.0,5,64.99
60051-1,High-speed Passenger Train,2014,City,Trains,Modern day,Normal,610.0,3,149.99
60052-1,Cargo Train,2014,City,Trains,Modern day,Normal,888.0,4,199.99
60053-1,Race Car,2014,City,Great Vehicles,Modern day,Normal,100.0,1,9.99
60054-1,Light Repair Truck,2014,City,Great Vehicles,Modern day,Normal,95.0,1,9.99
60055-1,Monster Truck,2014,City,Great Vehicles,Modern day,Normal,78.0,1,9.99
60056-1,Tow Truck,2014,City,Great Vehicles,Modern day,Normal,227.0,1,19.99
60057-1,Camper Van,2014,City,Great Vehicles,Modern day,Normal,195.0,2,19.99
60058-1,SUV with Watercraft,2014,City,Great Vehicles,Modern day,Normal,219.0,2,19.99
60059-1,Logging Truck,2014,City,Great Vehicles,Modern day,Normal,228.0,2,19.99
60060-1,Auto Transporter,2014,City,Great Vehicles,Modern day,Normal,350.0,2,29.99
60061-1,Airport Fire Truck,2014,City,Airport,Modern day,Normal,326.0,2,29.99
60062-1,Arctic Icebreaker,2014,City,Arctic,Modern day,Normal,717.0,7,129.99
60063-1,City Advent Calendar,2014,City,Seasonal,Modern day,Normal,218.0,7,29.99
60064-1,Arctic Supply Plane,2014,City,Arctic,Modern day,Normal,374.0,3,49.99
70123-1,Lion Legend Beast,2014,Legends of Chima,Legend Beasts,Action/Adventure,Normal,120.0,1,9.99
70124-1,Eagle Legend Beast,2014,Legends of Chima,Legend Beasts,Action/Adventure,Normal,104.0,1,9.99
70125-1,Gorilla Legend Beast,2014,Legends of Chima,Legend Beasts,Action/Adventure,Normal,106.0,1,9.99
70126-1,Crocodile Legend Beast,2014,Legends of Chima,Legend Beasts,Action/Adventure,Normal,121.0,1,9.99
70127-1,Wolf Legend Beast,2014,Legends of Chima,Legend Beasts,Action/Adventure,Normal,110.0,1,9.99
70128-1,Braptor's Wing Striker,2014,Legends of Chima,Outlands,Action/Adventure,Normal,146.0,2,14.99
70129-1,Lavertus' Twin Blade,2014,Legends of Chima,Outlands,Action/Adventure,Normal,183.0,2,19.99
70130-1,Sparratus' Spider Stalker,2014,Legends of Chima,Outlands,Action/Adventure,Normal,292.0,2,24.99
70131-1,Rogon's Rock Flinger,2014,Legends of Chima,Outlands,Action/Adventure,Normal,257.0,3,29.99
70132-1,Scorm's Scorpion Stinger,2014,Legends of Chima,Outlands,Action/Adventure,Normal,434.0,3,39.99
70133-1,Spinlyn's Cavern,2014,Legends of Chima,Outlands,Action/Adventure,Normal,407.0,3,39.99
70134-1,Lavertus' Outland Base,2014,Legends of Chima,Outlands,Action/Adventure,Normal,684.0,4,59.99
70135-1,Cragger's Fire Striker,2014,Legends of Chima,Fire vs. Ice,Action/Adventure,Normal,380.0,3,39.99
70136-1,Banana Bash,2014,Legends of Chima,Speedorz,Action/Adventure,Normal,120.0,1,12.99
70137-1,Bat Strike,2014,Legends of Chima,Speedorz,Action/Adventure,Normal,97.0,1,12.99
70138-1,Web Dash,2014,Legends of Chima,Speedorz,Action/Adventure,Normal,78.0,1,12.99
70139-1,Sky Launch,2014,Legends of Chima,Speedorz,Action/Adventure,Normal,111.0,1,12.99
70140-1,Stinger Duel,2014,Legends of Chima,Speedorz,Action/Adventure,Normal,85.0,2,19.99
70141-1,Vardy's Ice Vulture Glider,2014,Legends of Chima,Fire vs. Ice,Action/Adventure,Normal,217.0,2,19.99
70142-1,Eris' Fire Eagle Flyer,2014,Legends of Chima,Fire vs. Ice,Action/Adventure,Normal,330.0,3,29.99
70143-1,Sir Fangar's Sabre-Tooth Walker,2014,Legends of Chima,Fire vs. Ice,Action/Adventure,Normal,415.0,3,39.99
70144-1,Laval's Fire Lion,2014,Legends of Chima,Fire vs. Ice,Action/Adventure,Normal,450.0,3,49.99
70145-1,Maula's Ice Mammoth Stomper,2014,Legends of Chima,Fire vs. Ice,Action/Adventure,Normal,604.0,6,89.99
70146-1,Flying Phoenix Fire Temple,2014,Legends of Chima,Fire vs. Ice,Action/Adventure,Normal,1301.0,7,119.99
70147-1,Sir Fangar's Ice Fortress,2014,Legends of Chima,Fire vs. Ice,Action/Adventure,Normal,670.0,5,69.99
70149-1,Scorching Blades,2014,Legends of Chima,Speedorz,Action/Adventure,Normal,77.0,1,12.99
70150-1,Flaming Claws,2014,Legends of Chima,Speedorz,Action/Adventure,Normal,74.0,1,12.99
70151-1,Frozen Spikes,2014,Legends of Chima,Speedorz,Action/Adventure,Normal,77.0,1,12.99
70155-1,Inferno Pit,2014,Legends of Chima,Speedorz,Action/Adventure,Normal,74.0,1,12.99
70156-1,Fire vs. Ice,2014,Legends of Chima,Speedorz,Action/Adventure,Normal,102.0,2,19.99
70720-1,Hover Hunter,2014,Ninjago,Rebooted,Action/Adventure,Normal,79.0,2,11.99
70721-1,Kai Fighter,2014,Ninjago,Rebooted,Action/Adventure,Normal,196.0,2,19.99
70722-1,OverBorg Attack,2014,Ninjago,Rebooted,Action/Adventure,Normal,207.0,2,19.99
70723-1,Thunder Raider,2014,Ninjago,Rebooted,Action/Adventure,Normal,334.0,3,29.99
70724-1,NinjaCopter,2014,Ninjago,Rebooted,Action/Adventure,Normal,516.0,4,59.99
70725-1,Nindroid MechDragon,2014,Ninjago,Rebooted,Action/Adventure,Normal,691.0,5,89.99
70726-1,Destructoid,2014,Ninjago,Rebooted,Action/Adventure,Normal,253.0,3,34.99
70727-1,X-1 Ninja Charger,2014,Ninjago,Rebooted,Action/Adventure,Normal,426.0,3,39.99
70728-1,Battle for Ninjago City,2014,Ninjago,Rebooted,Action/Adventure,Normal,1223.0,8,119.99
70800-1,Getaway Glider,2014,The LEGO Movie,,Licensed,Normal,104.0,3,12.99
70801-1,Melting Room,2014,The LEGO Movie,,Licensed,Normal,122.0,3,12.99
70802-1,Bad Cop's Pursuit,2014,The LEGO Movie,,Licensed,Normal,314.0,2,29.99
70803-1,Cloud Cuckoo Palace,2014,The LEGO Movie,,Licensed,Normal,197.0,4,19.99
70804-1,Ice Cream Machine,2014,The LEGO Movie,2 in 1,Licensed,Normal,344.0,3,29.99
70805-1,Trash Chomper,2014,The LEGO Movie,2 in 1,Licensed,Normal,389.0,3,29.99
70806-1,Castle Cavalry,2014,The LEGO Movie,2 in 1,Licensed,Normal,424.0,3,29.99
70807-1,MetalBeard's Duel,2014,The LEGO Movie,,Licensed,Normal,412.0,3,34.99
70808-1,Super Cycle Chase,2014,The LEGO Movie,,Licensed,Normal,514.0,5,49.99
70809-1,Lord Business' Evil Lair,2014,The LEGO Movie,,Licensed,Normal,738.0,7,69.99
70810-1,MetalBeard's Sea Cow,2014,The LEGO Movie,,Licensed,Normal,2741.0,5,249.99
70811-1,The Flying Flusher,2014,The LEGO Movie,2 in 1,Licensed,Normal,351.0,3,29.99
70812-1,Creative Ambush,2014,The LEGO Movie,,Licensed,Normal,473.0,4,39.99
70813-1,Rescue Reinforcements,2014,The LEGO Movie,,Licensed,Normal,859.0,5,69.99
70814-1,Emmet's Construct-o-Mech,2014,The LEGO Movie,,Licensed,Normal,708.0,4,59.99
70815-1,Super Secret Police Dropship,2014,The LEGO Movie,,Licensed,Normal,854.0,8,79.99
70816-1,"Benny's Spaceship, Spaceship, SPACESHIP!",2014,The LEGO Movie,,Licensed,Normal,940.0,7,99.99
75028-1,Clone Turbo Tank Microfighter,2014,Star Wars,Microfighters,Licensed,Normal,96.0,1,9.99
75029-1,AAT Microfighter,2014,Star Wars,Microfighters,Licensed,Normal,95.0,1,9.99
75030-1,Millennium Falcon Microfighter,2014,Star Wars,Microfighters,Licensed,Normal,94.0,1,9.99
75031-1,TIE Interceptor Microfighter,2014,Star Wars,Microfighters,Licensed,Normal,92.0,1,9.99
75032-1,X-wing Fighter Microfighter,2014,Star Wars,Microfighters,Licensed,Normal,97.0,1,9.99
75033-1,Star Destroyer Microfighter,2014,Star Wars,Microfighters,Licensed,Normal,97.0,1,9.99
75034-1,Death Star Troopers,2014,Star Wars,Episode IV,Licensed,Normal,102.0,4,12.99
75035-1,Kashyyyk Troopers,2014,Star Wars,Episode III,Licensed,Normal,99.0,4,12.99
75036-1,Utapau Troopers,2014,Star Wars,Episode III,Licensed,Normal,83.0,4,12.99
75037-1,Battle on Saleucami,2014,Star Wars,Episode III,Licensed,Normal,183.0,5,14.99
75038-1,Jedi Interceptor,2014,Star Wars,Episode III,Licensed,Normal,223.0,2,24.99
75039-1,V-wing Starfighter,2014,Star Wars,Episode III,Licensed,Normal,201.0,2,24.99
75040-1,General Grievous' Wheel Bike,2014,Star Wars,Episode III,Licensed,Normal,261.0,2,24.99
75041-1,Vulture Droid,2014,Star Wars,Episode III,Licensed,Normal,205.0,3,24.99
75042-1,Droid Gunship,2014,Star Wars,Episode III,Licensed,Normal,439.0,4,49.99
75043-1,AT-AP,2014,Star Wars,Episode III,Licensed,Normal,717.0,5,59.99
75044-1,Droid Tri-Fighter,2014,Star Wars,Episode III,Licensed,Normal,262.0,4,29.99
75045-1,Republic AV-7 Anti-Vehicle Cannon,2014,Star Wars,The Clone Wars,Licensed,Normal,434.0,4,39.99
75046-1,Coruscant Police Gunship,2014,Star Wars,The Clone Wars,Licensed,Normal,481.0,4,49.99
75048-1,The Phantom,2014,Star Wars,Rebels,Licensed,Normal,234.0,2,24.99
75049-1,Snowspeeder,2014,Star Wars,Episode V,Licensed,Normal,278.0,3,29.99
75050-1,B-Wing,2014,Star Wars,Episode VI,Licensed,Normal,448.0,3,49.99
75051-1,Jedi Scout Fighter,2014,Star Wars,Original Content,Licensed,Normal,490.0,4,59.99
75052-1,Mos Eisley Cantina,2014,Star Wars,Episode IV,Licensed,Normal,615.0,8,69.99
75053-1,The Ghost,2014,Star Wars,Rebels,Licensed,Normal,929.0,4,89.99
75054-1,AT-AT,2014,Star Wars,Episode V,Licensed,Normal,1137.0,5,109.99
75055-1,Imperial Star Destroyer,2014,Star Wars,Episode IV,Licensed,Normal,1359.0,7,129.99
75056-1,Star Wars Advent Calendar,2014,Star Wars,Seasonal,Licensed,Normal,274.0,9,39.99
75058-1,MTT,2014,Star Wars,Episode I,Licensed,Normal,954.0,12,89.99
75059-1,Sandcrawler,2014,Star Wars,Ultimate Collector Series,Licensed,Normal,3296.0,14,299.99
76010-1,Batman: The Penguin Face off,2014,DC Comics Super Heroes,Batman,Licensed,Normal,136.0,2,12.99
76011-1,Batman: Man-Bat Attack,2014,DC Comics Super Heroes,Batman,Licensed,Normal,184.0,3,19.99
76012-1,Batman: The Riddler Chase,2014,DC Comics Super Heroes,Batman,Licensed,Normal,304.0,3,29.99
76013-1,Batman: The Joker Steam Roller,2014,DC Comics Super Heroes,Batman,Licensed,Normal,486.0,5,49.99
76014-1,Spider-Trike vs. Electro,2014,Marvel Super Heroes,Ultimate Spider-Man,Licensed,Normal,70.0,2,12.99
76015-1,Doc Ock Truck Heist,2014,Marvel Super Heroes,Ultimate Spider-Man,Licensed,Normal,237.0,3,19.99
76016-1,Spider-Helicopter Rescue,2014,Marvel Super Heroes,Ultimate Spider-Man,Licensed,Normal,299.0,4,44.99
76017-1,Avengers: Captain America vs. Hydra,2014,Marvel Super Heroes,Avengers Assemble,Licensed,Normal,172.0,3,19.99
76018-1,Avengers: Hulk Lab Smash,2014,Marvel Super Heroes,Avengers Assemble,Licensed,Normal,398.0,5,49.99
76019-1,Starblaster Showdown ,2014,Marvel Super Heroes,Guardians of the Galaxy,Licensed,Normal,196.0,3,19.99
76020-1,Knowhere Escape Mission ,2014,Marvel Super Heroes,Guardians of the Galaxy,Licensed,Normal,433.0,3,39.99
76021-1,The Milano Spaceship Rescue,2014,Marvel Super Heroes,Guardians of the Galaxy,Licensed,Normal,665.0,5,74.99
76022-1,X-Men vs. The Sentinel,2014,Marvel Super Heroes,X-Men,Licensed,Normal,336.0,4,49.99
76023-1,The Tumbler,2014,DC Comics Super Heroes,The Dark Knight Trilogy,Licensed,Normal,1869.0,2,199.99
850888-1,Castle Knights Accessory Set,2014,Castle,,Historical,Extended,32.0,4,14.99
850889-1,Castle Dragons Accessory Set,2014,Castle,,Historical,Extended,42.0,4,14.99
850910-1,Legends of Chima Minifigure Accessory Set,2014,Legends of Chima,The Power of the CHI,Action/Adventure,Extended,53.0,4,14.99
850913-1,Fire and Ice Minifigure Accessory Set,2014,Legends of Chima,Fire vs. Ice,Action/Adventure,Extended,49.0,4,14.99
850932-1,Polar Accessory Set,2014,City,Arctic,Modern day,Extended,41.0,2,14.99
850936-1,Halloween Set,2014,Seasonal,Halloween,Miscellaneous,Extended,13.0,1,7.99
850939-1,Santa Set,2014,Seasonal,Christmas,Miscellaneous,Extended,27.0,2,7.99
850949-1, Christmas Snow Hut Ornament,2014,Seasonal,Christmas,Miscellaneous,Extended,45.0,0,7.99
850950-1,Christmas Cat Ornament,2014,Seasonal,Christmas,Miscellaneous,Extended,34.0,0,7.99
850967-1,Jungle Accessory Set,2014,Friends,Jungle Rescue,Modern day,Extended,39.0,1,14.99
5003097-1,Friends Collection 1,2014,Friends,Product Collection,Modern day,Collection,412.0,0,57.97
10581-1,Forest: Ducks,2015,Duplo,Forest Animals,Pre-school,Normal,13.0,1,9.99
10582-1,Forest: Animals,2015,Duplo,Forest Animals,Pre-school,Normal,39.0,2,19.99
10583-1,Forest: Fishing Trip,2015,Duplo,Forest Animals,Pre-school,Normal,32.0,2,24.99
10584-1,Forest: Park,2015,Duplo,Forest Animals,Pre-school,Normal,105.0,3,59.99
10585-1,Mom and Baby,2015,Duplo,,Pre-school,Normal,13.0,2,9.99
10586-1,Ice Cream Truck,2015,Duplo,,Pre-school,Normal,11.0,2,14.99
10587-1,Café,2015,Duplo,,Pre-school,Normal,52.0,3,19.99
10589-1,Rally Car,2015,Duplo,,Pre-school,Normal,13.0,1,14.99
10590-1,Airport,2015,Duplo,,Pre-school,Normal,29.0,3,19.99
10591-1,Fire Boat,2015,Duplo,Fire,Pre-school,Normal,19.0,1,14.99
10592-1,Fire Truck,2015,Duplo,Fire,Pre-school,Normal,26.0,1,24.99
10593-1,Fire Station,2015,Duplo,Fire,Pre-school,Normal,105.0,2,49.99
10594-1,Sofia's Royal Stable,2015,Duplo,Sofia the First,Pre-school,Normal,38.0,1,24.99
10595-1,Sofia's Royal Castle,2015,Duplo,Sofia the First,Pre-school,Normal,87.0,2,49.99
10596-1,Disney Princess Collection,2015,Duplo,Disney Princess,Pre-school,Normal,63.0,3,39.99
10597-1,Birthday Parade,2015,Duplo,Mickey Mouse Clubhouse,Pre-school,Normal,24.0,2,24.99
10599-1,Batman Adventure,2015,Duplo,Batman,Pre-school,Normal,47.0,3,39.99
10600-1,Classic Race,2015,Duplo,Cars,Pre-school,Normal,29.0,2,24.99
10601-1,Delivery Vehicle,2015,Duplo,,Pre-school,Normal,19.0,1,19.99
10602-1,Camping,2015,Duplo,,Pre-school,Normal,38.0,3,29.99
10603-1,My First Bus,2015,Duplo,,Pre-school,Normal,17.0,1,14.99
10604-1,Treasure Island,2015,Duplo,Jake and the Never Land Pirates,Pre-school,Normal,25.0,2,19.99
10605-1,Rosie the Ambulance,2015,Duplo,Doc McStuffins,Pre-school,Normal,16.0,1,19.99
10606-1,Backyard Clinic,2015,Duplo,Doc McStuffins,Pre-school,Normal,39.0,1,29.99
10607-1,Spider-Man Web-Bike Workshop,2015,Duplo,Spider-Man,Pre-school,Normal,13.0,1,14.99
10608-1,Spider-Man Spider Truck Adventure,2015,Duplo,Spider-Man,Pre-school,Normal,28.0,2,29.99
10615-1,My First Tractor,2015,Duplo,,Pre-school,Normal,12.0,2,14.99
10616-1,My First Playhouse,2015,Duplo,,Pre-school,Normal,25.0,2,19.99
10617-1,My First Farm,2015,Duplo,,Pre-school,Normal,26.0,2,19.99
21022-1,Lincoln Memorial,2015,Architecture,Landmark Series,Model making,Normal,274.0,0,29.99
21023-1,"Flatiron Building, New York",2015,Architecture,Landmark Series,Model making,Normal,471.0,0,39.99
21024-1,Louvre,2015,Architecture,Landmark Series,Model making,Normal,695.0,0,59.99
31027-1,Blue Racer,2015,Creator,3 in 1,Model making,Normal,67.0,0,4.99
31028-1,Sea Plane,2015,Creator,3 in 1,Model making,Normal,53.0,0,4.99
31029-1,Cargo Heli,2015,Creator,3 in 1,Model making,Normal,132.0,0,9.99
31030-1,Red Go-Kart,2015,Creator,3 in 1,Model making,Normal,106.0,0,9.99
31031-1,Rainforest Animals,2015,Creator,3 in 1,Model making,Normal,215.0,0,14.99
31032-1,Red Creatures,2015,Creator,3 in 1,Model making,Normal,221.0,0,14.99
31033-1,Vehicle Transporter,2015,Creator,3 in 1,Model making,Normal,264.0,0,24.99
31034-1,Future Flyer,2015,Creator,3 in 1,Model making,Normal,237.0,0,24.99
31035-1,Beach Hut,2015,Creator,3 in 1,Model making,Normal,286.0,2,29.99
31036-1,Toy & Grocery Shop,2015,Creator,3 in 1,Model making,Normal,466.0,2,39.99
31037-1,Adventure Vehicles,2015,Creator,3 in 1,Model making,Normal,282.0,0,24.99
31038-1,Changing Seasons,2015,Creator,3 in 1,Model making,Normal,536.0,2,49.99
31039-1,Blue Power Jet,2015,Creator,3 in 1,Model making,Normal,608.0,0,69.99
40120-1,Valentine's Day Dinner,2015,Seasonal,Valentine's Day,Miscellaneous,Normal,114.0,2,9.99
40121-1,Painting Easter Eggs,2015,Seasonal,Easter,Miscellaneous,Normal,153.0,2,9.99
40122-1,Trick or Treat Halloween Set,2015,Seasonal,Halloween,Miscellaneous,Normal,133.0,2,9.99
40123-1,Thanksgiving Feast,2015,Seasonal,Thanksgiving,Miscellaneous,Normal,158.0,2,9.99
40124-1,Winter Fun,2015,Seasonal,Christmas,Miscellaneous,Normal,107.0,2,9.99
40125-1,Santa's Visit,2015,Seasonal,Christmas,Miscellaneous,Normal,167.0,1,9.99
40153-1,Birthday Table Decoration,2015,Seasonal,Birthday,Miscellaneous,Normal,120.0,0,9.99
40156-1,Organiser,2015,Friends,Accessories,Modern day,Normal,171.0,0,16.99
41085-1,Vet Clinic,2015,Friends,Vet,Modern day,Normal,192.0,1,19.99
41086-1,Vet Ambulance,2015,Friends,Vet,Modern day,Normal,89.0,1,9.99
41087-1,Bunny & Babies,2015,Friends,Vet,Modern day,Normal,47.0,0,4.99
41088-1,Puppy Training,2015,Friends,Vet,Modern day,Normal,65.0,0,4.99
41089-1,Little Foal,2015,Friends,Vet,Modern day,Normal,43.0,0,4.99
41090-1,Olivia's Garden Pool,2015,Friends,Summer,Modern day,Normal,82.0,1,9.99
41091-1,Mia's Roadster,2015,Friends,Traffic,Modern day,Normal,187.0,1,14.99
41092-1,Stephanie's Pizzeria,2015,Friends,Heartlake City,Modern day,Normal,87.0,1,9.99
41093-1,Heartlake Hair Salon,2015,Friends,Heartlake City,Modern day,Normal,318.0,2,29.99
41094-1,Heartlake Lighthouse,2015,Friends,Beach,Modern day,Normal,473.0,2,39.99
41095-1,Emma's House,2015,Friends,Houses,Modern day,Normal,706.0,3,69.99
41097-1,Heartlake Hot Air Balloon,2015,Friends,Great Outdoors,Modern day,Normal,254.0,2,29.99
41098-1,Emma's Tourist Kiosk,2015,Friends,Heartlake City,Modern day,Normal,98.0,1,9.99
41099-1,Heartlake Skate Park,2015,Friends,Sports,Modern day,Normal,199.0,1,19.99
41100-1,Heartlake Private Jet,2015,Friends,Airport,Modern day,Normal,230.0,2,29.99
41101-1,Heartlake Grand Hotel,2015,Friends,Heartlake City,Modern day,Normal,1552.0,5,129.99
41102-1,Friends Advent Calendar,2015,Friends,Seasonal,Modern day,Normal,233.0,2,29.99
41103-1,Pop Star Recording Studio,2015,Friends,Pop Star,Modern day,Normal,172.0,1,14.99
41104-1,Pop Star Dressing Room,2015,Friends,Pop Star,Modern day,Normal,279.0,2,29.99
41105-1,Pop Star Show Stage,2015,Friends,Pop Star,Modern day,Normal,446.0,2,39.99
41106-1,Pop Star Tour Bus,2015,Friends,Pop Star,Modern day,Normal,682.0,3,59.99
41107-1,Pop Star Limousine,2015,Friends,Pop Star,Modern day,Normal,265.0,2,24.99
41108-1,Heartlake Food Market,2015,Friends,Heartlake City,Modern day,Normal,388.0,2,39.99
41109-1,Heartlake City Airport,2015,Friends,Airport,Modern day,Normal,692.0,3,89.99
41527-1,Rokit,2015,Mixels,Series 4,Miscellaneous,Normal,66.0,0,4.99
41528-1,Niksput,2015,Mixels,Series 4,Miscellaneous,Normal,62.0,0,4.99
41529-1,Nurp-Naut,2015,Mixels,Series 4,Miscellaneous,Normal,52.0,0,4.99
41530-1,Meltus,2015,Mixels,Series 4,Miscellaneous,Normal,66.0,0,4.99
41531-1,Flamzer,2015,Mixels,Series 4,Miscellaneous,Normal,60.0,0,4.99
41532-1,Burnard,2015,Mixels,Series 4,Miscellaneous,Normal,59.0,0,4.99
41533-1,Globert,2015,Mixels,Series 4,Miscellaneous,Normal,45.0,0,4.99
41534-1,Vampos,2015,Mixels,Series 4,Miscellaneous,Normal,59.0,0,4.99
41535-1,Boogly,2015,Mixels,Series 4,Miscellaneous,Normal,52.0,0,4.99
41536-1,Gox,2015,Mixels,Series 5,Miscellaneous,Normal,62.0,0,4.99
41537-1,Jinky,2015,Mixels,Series 5,Miscellaneous,Normal,59.0,0,4.99
41538-1,Kamzo,2015,Mixels,Series 5,Miscellaneous,Normal,58.0,0,4.99
41539-1,Krog,2015,Mixels,Series 5,Miscellaneous,Normal,60.0,0,4.99
41540-1,Chilbo,2015,Mixels,Series 5,Miscellaneous,Normal,65.0,0,4.99
41541-1,Snoof,2015,Mixels,Series 5,Miscellaneous,Normal,54.0,0,4.99
41542-1,Spugg,2015,Mixels,Series 5,Miscellaneous,Normal,51.0,0,4.99
41543-1,Turg,2015,Mixels,Series 5,Miscellaneous,Normal,56.0,0,4.99
41544-1,Tungster,2015,Mixels,Series 5,Miscellaneous,Normal,60.0,0,4.99
41545-1,Kramm,2015,Mixels,Series 6,Miscellaneous,Normal,68.0,0,4.99
41546-1,Forx,2015,Mixels,Series 6,Miscellaneous,Normal,65.0,0,4.99
41547-1,Wuzzo,2015,Mixels,Series 6,Miscellaneous,Normal,74.0,0,4.99
41548-1,Dribbal,2015,Mixels,Series 6,Miscellaneous,Normal,52.0,0,4.99
41549-1,Gurggle,2015,Mixels,Series 6,Miscellaneous,Normal,66.0,0,4.99
41550-1,Slusho,2015,Mixels,Series 6,Miscellaneous,Normal,53.0,0,4.99
41551-1,Snax,2015,Mixels,Series 6,Miscellaneous,Normal,51.0,0,4.99
41552-1,Berp,2015,Mixels,Series 6,Miscellaneous,Normal,68.0,0,4.99
41553-1,Vaka-Waka,2015,Mixels,Series 6,Miscellaneous,Normal,69.0,0,4.99
42031-1,Cherry Picker,2015,Technic,,Technical,Normal,155.0,0,12.99
42032-1,Compact Tracked Loader,2015,Technic,,Technical,Normal,252.0,0,19.99
42033-1,Record Breaker,2015,Technic,,Technical,Normal,125.0,0,19.99
42034-1,Quad Bike,2015,Technic,,Technical,Normal,148.0,0,19.99
42035-1,Mining Truck,2015,Technic,,Technical,Normal,362.0,0,29.99
42036-1,Street Motorcycle,2015,Technic,,Technical,Normal,375.0,0,39.99
42037-1,Formula Off-Roader,2015,Technic,,Technical,Normal,494.0,0,59.99
42038-1,Arctic Truck,2015,Technic,,Technical,Normal,913.0,0,84.99
42039-1,24 Hours Race Car,2015,Technic,,Technical,Normal,1219.0,0,129.99
42040-1,Fire Plane,2015,Technic,,Technical,Normal,578.0,0,49.99
42041-1,Race Truck,2015,Technic,,Technical,Normal,608.0,0,69.99
42042-1,Crawler Crane,2015,Technic,,Technical,Normal,1401.0,0,149.99
42043-1,Mercedes-Benz Arocs 3245,2015,Technic,,Technical,Normal,2793.0,0,229.99
45517-1,Transformer 10V DC,2015,Mindstorms,,Technical,Normal,1.0,0,34.95
60065-1,ATV Patrol,2015,City,Swamp Police,Modern day,Normal,59.0,2,6.99
60066-1,Swamp Police Starter Set,2015,City,Swamp Police,Modern day,Normal,78.0,4,9.99
60067-1,Helicopter Pursuit,2015,City,Swamp Police,Modern day,Normal,253.0,3,39.99
60068-1,Crooks' Hideout,2015,City,Swamp Police,Modern day,Normal,473.0,5,69.99
60069-1,Swamp Police Station,2015,City,Swamp Police,Modern day,Normal,707.0,6,89.99
60070-1,Water Plane Chase,2015,City,Swamp Police,Modern day,Normal,263.0,2,29.99
60071-1,Hovercraft Arrest,2015,City,Swamp Police,Modern day,Normal,331.0,3,44.99
60072-1,Demolition Starter Set,2015,City,Construction,Modern day,Normal,85.0,4,9.99
60073-1,Service Truck,2015,City,Construction,Modern day,Normal,233.0,2,24.99
60074-1,Bulldozer,2015,City,Construction,Modern day,Normal,384.0,2,39.99
60075-1,Excavator and Truck,2015,City,Construction,Modern day,Normal,311.0,2,49.99
60076-1,Demolition Site,2015,City,Construction,Modern day,Normal,776.0,5,89.99
60077-1,Space Starter Set,2015,City,Space,Modern day,Normal,107.0,4,9.99
60078-1,Utility Shuttle,2015,City,Space,Modern day,Normal,155.0,2,24.99
60079-1,Training Jet Transporter,2015,City,Space,Modern day,Normal,448.0,3,49.99
60080-1,Spaceport,2015,City,Space,Modern day,Normal,586.0,5,119.99
60081-1,Pickup Tow Truck,2015,City,Traffic,Modern day,Normal,209.0,2,19.99
60082-1,Dune Buggy Trailer,2015,City,Beach,Modern day,Normal,222.0,2,19.99
60083-1,Snowplough Truck,2015,City,Traffic,Modern day,Normal,196.0,1,19.99
60084-1,Racing Bike Transporter,2015,City,Racing,Modern day,Normal,178.0,2,19.99
